"email";"bacYear";"bacINE";"bacChannel";"bacSerie";"bacDistinction"
"monemail224451@test.test";"2019";"081586264EJ";"Général";"Économique et social";"3"
"monemail224452@test.test";"2018";"050261548GK";"Général";"Économique et social";"4"
"monemail224453@test.test";"2018";"072207890HE";"Général";"Scientifique";"3"
"monemail224454@test.test";"2019";"143288656DF";"Technologique";"STG";"2"
"monemail224456@test.test";"2018";"072142711GK";"Général";"Scientifique";"2"
"monemail224457@test.test";"2019";"060662011ED";"Général";"Économique et social";"2"
"monemail224458@test.test";"2020";"100827904AH";"Général";"Économique et social";"3"
"monemail224459@test.test";"2019";"071478861FB";"Technologique";"STG";"2"
"monemail224460@test.test";"2019";"050119855EF";"Général";"Économique et social";"2"
"monemail224461@test.test";"2019";"080871723JH";"Général";"Économique et social";"4"
"monemail224462@test.test";"2019";"133014484GE";"Général";"Scientifique";"4"
"monemail224464@test.test";"2018";"153005341DE";"Général";"Scientifique";"3"
"monemail224465@test.test";"2016";"2109022145A";"Général";"Scientifique";"4"
"monemail224466@test.test";"2020";"1000830307CK";"Technologique";"STG";"4"
"monemail224467@test.test";"2019";"153252322BF";"Général";"Économique et social";"4"
"monemail224468@test.test";"2019";"071430412KH";"Général";"Scientifique";"2"
"monemail224470@test.test";"2019";"070213018EE";"Général";"Scientifique";"4"
"monemail224471@test.test";"2019";"100927856GC";"Général";"Scientifique";"3"
"monemail224472@test.test";"2019";"090751307FA";"Général";"Économique et social";"4"
"monemail224473@test.test";"2016";"0109012997N";"Général";"Économique et social";"3"
"monemail224474@test.test";"2019";"090793052BF";"Général";"Économique et social";"2"
"monemail224475@test.test";"2018";"071932691JE";"Général";"Économique et social";"4"
"monemail224477@test.test";"2018";"061196611BA";"Général";"Scientifique";"4"
"monemail224481@test.test";"2016";"1409052099U";"Général";"Scientifique";"3"
"monemail224482@test.test";"2018";"060392578BA";"Général";"Scientifique";"3"
"monemail224483@test.test";"2019";"111044585EF";"Général";"Économique et social";"3"
"monemail224485@test.test";"2019";"091115900JA";"Général";"Scientifique";"3"
"monemail224488@test.test";"2019";"110936845BJ";"Général";"Scientifique";"4"
"monemail224489@test.test";"2019";"070249378FK";"Général";"Économique et social";"1"
"monemail224490@test.test";"2016";"1409052142R";"Général";"Économique et social";"3"
"monemail224491@test.test";"2018";"060471227CJ";"Général";"Scientifique";"3"
"monemail224493@test.test";"2019";"070581478JH";"Général";"Économique et social";"2"
"monemail224494@test.test";"2017";"1810011725Z";"Général";"Scientifique";"4"
"monemail224495@test.test";"2019";"081668870JG";"Général";"Économique et social";"1"
"monemail224496@test.test";"2019";"123006057DB";"Général";"Économique et social";"4"
"monemail224497@test.test";"2018";"070699867DJ";"Général";"Économique et social";"3"
"monemail224498@test.test";"2016";"0109038283Y";"Général";"Scientifique";"3"
"monemail224499@test.test";"2018";"100697136BK";"Général";"Économique et social";"4"
"monemail224500@test.test";"2019";"101135286BJ";"Général";"Scientifique";"4"
"monemail224501@test.test";"2018";"071292108HK";"Général";"Économique et social";"3"
"monemail224502@test.test";"2019";"123005966CF";"Général";"Économique et social";"3"
"monemail224503@test.test";"2019";" 101062817CJ";"Général";"Économique et social";"1"
"monemail224504@test.test";"2019";"0KEEPU00WX3";"Général";"Économique et social";"1"
"monemail224505@test.test";"2019";"070325871AC";"Général";"Scientifique";"4"
"monemail224506@test.test";"2020";"071799945DH";"Général";"Scientifique";"2"
"monemail224507@test.test";"2019";"060345652JF";"Général";"Scientifique";"3"
"monemail224508@test.test";"2019";"050015474FE";"Général";"Économique et social";"3"
"monemail224509@test.test";"2017";"2310008788T";"Général";"Scientifique";"2"
"monemail224510@test.test";"2016";"2409008789P";"Technologique";"STG";"3"
"monemail224511@test.test";"2019";"123113929CD";"Général";"Scientifique";"3"
"monemail224513@test.test";"2018";"070743050CA";"Général";"Économique et social";"3"
"monemail224514@test.test";"2020";"22007900";"Général";"Scientifique";"2"
"monemail224516@test.test";"2019";"0ETRZU00OX7";"Général";"Scientifique";"4"
"monemail224517@test.test";"2019";"070706788AE";"Général";"Économique et social";"2"
"monemail224518@test.test";"2019";"1615041055H";"Général";"Économique et social";"3"
"monemail224519@test.test";"2019";"081415455EA";"Général";"Économique et social";"2"
"monemail224521@test.test";"2019";"081313895EB";"Général";"Scientifique";"4"
"monemail224522@test.test";"2014";"2507089028V";"Général";"Économique et social";"3"
"monemail224524@test.test";"2020";"101063502CC";"Général";"Économique et social";"2"
"monemail224525@test.test";"2017";"173729833048";"Général";"Économique et social";"4"
"monemail224526@test.test";"2019";"081065472EH";"Général";"Économique et social";"4"
"monemail224527@test.test";"2019";"080439525FD";"Professionnel";"STI";"3"
"monemail224530@test.test";"2019";"070662015GA";"Général";"Économique et social";"3"
"monemail224531@test.test";"2017";"2510049309S";"Général";"Littéraire";"4"
"monemail224534@test.test";"2019";"0G411U01AQ4";"Général";"Économique et social";"2"
"monemail224535@test.test";"2019";"7150009753";"Général";"Scientifique";"4"
"monemail224536@test.test";"2018";"1611008263N";"Général";"Économique et social";"4"
"monemail224537@test.test";"2016";"0409037332W";"Général";"Économique et social";"3"
"monemail224538@test.test";"2018";"153356362FG";"Général";"Économique et social";"2"
"monemail224539@test.test";"2017";"2413070784B";"Général";"Économique et social";"4"
"monemail224541@test.test";"2016";"1811036564E";"Général";"Scientifique";"4"
"monemail224542@test.test";"2019";"081817539CB";"Général";"Scientifique";"4"
"monemail224543@test.test";"2020";"071917096GC";"Général";"Économique et social";"2"
"monemail224545@test.test";"2018";"0JJ0DT00511";"Professionnel";"Autre";"4"
"monemail224546@test.test";"2017";"071467669JJ";"Général";"Scientifique";"4"
"monemail224549@test.test";"2018";"0JK0OV02297";"Général";"Économique et social";"2"
"monemail224551@test.test";"2016";;"Général";"Scientifique";"3"
"monemail224552@test.test";"2016";"0109037065Z";"Général";"Scientifique";"4"
"monemail224553@test.test";"2020";"070333674FG";"Général";"Économique et social";"3"
"monemail224554@test.test";"2018";"153173343DG";"Général";"Scientifique";"4"
"monemail224556@test.test";"2019";"173021195DD";"Technologique";"STG";"1"
"monemail224558@test.test";"2018";"153331218HH";"Général";"Scientifique";"4"
"monemail224559@test.test";"2018";"061094247DK";"Général";"Scientifique";"1"
"monemail224560@test.test";"2017";"2510006091R";"Général";"Économique et social";"4"
"monemail224561@test.test";"2015";"06O9KQ01HK8";"Général";"Scientifique";"2"
"monemail224562@test.test";"2020";"081714682FJ";"Technologique";"STG";"1"
"monemail224563@test.test";"11";"153007861DG";"Général";"Scientifique";"4"
"monemail224564@test.test";"2019";"101147868EG";"Général";"Économique et social";"1"
"monemail224565@test.test";"2019";"080451609KE";"Général";"Économique et social";"3"
"monemail224566@test.test";"2018";"153058974EC";"Général";"Économique et social";"2"
"monemail224567@test.test";"2019";"091023846JB";"Général";"Économique et social";"2"
"monemail224568@test.test";"2019";"080723882AD";"Général";"Scientifique";"2"
"monemail224569@test.test";"2018";"081481061AG";"Général";"Économique et social";"3"
"monemail224570@test.test";"2019";"110841282DG";"Technologique";"STG";"2"
"monemail224571@test.test";"2018";"081648094AH";"Général";"Économique et social";"2"
"monemail224574@test.test";"2017";"1610035443A";"Général";"Scientifique";"3"
"monemail224575@test.test";"2020";"071 648958KC";"Général";"Scientifique";"2"
"monemail224576@test.test";"2018";"153019383FH";"Général";"Économique et social";"3"
"monemail224577@test.test";"2019";"153023026AD";"Général";"Scientifique";"2"
"monemail224578@test.test";"2014";"2307025484W";"Général";"Scientifique";"4"
"monemail224579@test.test";"2019";"050143951AF";"Général";"Économique et social";"1"
"monemail224581@test.test";"2018";"060308442EH";"Général";"Économique et social";"1"
"monemail224582@test.test";"2019";"071703112GE";"Général";"Scientifique";"4"
"monemail224583@test.test";"2019";"123086674CB";"Général";"Scientifique";"3"
"monemail224586@test.test";"2019";"070125006HH";"Général";"Scientifique";"3"
"monemail224587@test.test";"2020";"070938443JC";"Général";"Économique et social";"1"
"monemail224589@test.test";"2018";"071759475FJ";"Général";"Économique et social";"4"
"monemail224590@test.test";"2019";"070082696KF";"Général";"Littéraire";"2"
"monemail224591@test.test";"2018";"153006138BD";"Général";"Économique et social";"4"
"monemail224592@test.test";"2018";"153339660HE";"Général";"Scientifique";"4"
"monemail224593@test.test";"2018";"071029732HA";"Général";"Économique et social";"2"
"monemail224594@test.test";"2018";"070123511CA";"Général";"Économique et social";"2"
"monemail224595@test.test";"2019";"090976752DD";"Général";"Scientifique";"2"
"monemail224597@test.test";"2017";"3110007000S";"Général";"Scientifique";"2"
"monemail224598@test.test";"2018";"070727441BC";"Général";"Scientifique";"3"
"monemail224599@test.test";"2019";"061108744KC";"Général";"Économique et social";"3"
"monemail224600@test.test";"2017";"2810012562F";"Général";"Scientifique";"1"
"monemail224601@test.test";"2018";;"Général";"Économique et social";"3"
"monemail224602@test.test";"2018";"072031485DG";"Général";"Économique et social";"2"
"monemail224604@test.test";"2019";"071233536GD";"Général";"Scientifique";"2"
"monemail224605@test.test";"2020";"081162883CE";"Général";"Économique et social";"1"
"monemail224607@test.test";"2020";"100623494DJ";"Général";"Scientifique";"4"
"monemail224608@test.test";"2020";"100375695AC";"Général";"Économique et social";"2"
"monemail224609@test.test";"2019";"070778046EB";"Général";"Scientifique";"3"
"monemail224610@test.test";"2019";"061179128DD";"Général";"Scientifique";"2"
"monemail224611@test.test";"2019";"090935937BB";"Technologique";"STG";"2"
"monemail224612@test.test";"2020";"081807299KC";"Général";"Économique et social";"2"
"monemail224615@test.test";"2019";"183064549FK";"Général";"Littéraire";"2"
"monemail224616@test.test";"2018";"090298741BE";"Général";"Scientifique";"4"
"monemail224618@test.test";"2017";"0110006185R";"Général";"Économique et social";"4"
"monemail224619@test.test";"2018";"080262017FB";"Général";"Scientifique";"4"
"monemail224621@test.test";"2018";"050208867HK";"Général";"Scientifique";"3"
"monemail224622@test.test";"2018";"070982840BE";"Général";"Économique et social";"2"
"monemail224623@test.test";"2019";"133160078GH";"Général";"Économique et social";"3"
"monemail224625@test.test";"2018";"061204176BB";"Général";"Scientifique";"4"
"monemail224626@test.test";"2018";"153022553JJ";"Général";"Économique et social";"2"
"monemail224627@test.test";"2020";"080854615CG";"Général";"Scientifique";"3"
"monemail224628@test.test";"2019";"111013421HC";"Général";"Économique et social";"2"
"monemail224630@test.test";"2020";"061277576EA";"Général";"Économique et social";"3"
"monemail224631@test.test";"2019";"070584221GA";"Général";"Économique et social";"4"
"monemail224632@test.test";"2019";"071281398CC";"Général";"Scientifique";"2"
"monemail224633@test.test";"2019";"110827056AD";"Général";"Économique et social";"3"
"monemail224634@test.test";"2019";"153329379HD";"Technologique";"STG";"2"
"monemail224639@test.test";"2019";"070124760DC";"Général";"Scientifique";"4"
"monemail224640@test.test";"2019";"101006266CJ";"Général";"Scientifique";"1"
"monemail224641@test.test";"2019";"091054906GB";"Général";"Scientifique";"3"
"monemail224642@test.test";"2019";"050049692HH";"Général";"Économique et social";"2"
"monemail224643@test.test";"2019";"091019456AK";"Général";"Économique et social";"2"
"monemail224645@test.test";"2018";"143002449KC";"Général";"Scientifique";"4"
"monemail224646@test.test";"2018";"060625087BA";"Général";"Scientifique";"3"
"monemail224648@test.test";"2019";"081343268FK";"Général";"Économique et social";"3"
"monemail224649@test.test";"2017";"2410024185F";"Général";"Scientifique";"3"
"monemail224650@test.test";"2017";"1010042974Y";"Général";"Économique et social";"3"
"monemail224651@test.test";"2017";"0910051279Y";"Général";"Scientifique";"2"
"monemail224652@test.test";"2019";"153189377AH";"Général";"Économique et social";"2"
"monemail224654@test.test";"2020";"071798082FH";"Général";"Scientifique";"2"
"monemail224655@test.test";"2020";"070302906HF";"Général";"Scientifique";"3"
"monemail224656@test.test";"2018";"153005888GK";"Général";"Économique et social";"2"
"monemail224657@test.test";"2019";"060650041JC";"Général";"Scientifique";"3"
"monemail224658@test.test";"2019";"060681471JA";"Général";"Économique et social";"2"
